,Title,Latitude,Longitude,Profit_Return
404,Chronicle,37.09024,-95.712891,10.306815833333333
405,The Maze Runner,30.4514677,-91.18714659999999,10.244701794117647
406,The Maze Runner,30.8374036,-91.2176087,10.244701794117647
407,The Maze Runner,30.79080059999999,-91.21251869999999,10.244701794117647
408,The Shape of Water,43.2557206,-79.8711024,10.040553538461538
409,The Shape of Water,43.6495907,-79.4203852,10.040553538461538
410,The Shape of Water,43.653226,-79.3831843,10.040553538461538
411,The Shape of Water,43.6530164,-79.3793958,10.040553538461538
412,The Shape of Water,43.6539931,-79.37897799999999,10.040553538461538
413,The Shape of Water,43.2555235,-79.8732005,10.040553538461538
414,The Shape of Water,43.6305989,-79.5294892,10.040553538461538
415,The Shape of Water,51.253775,-85.323214,10.040553538461538
416,The Shape of Water,56.130366,-106.346771,10.040553538461538
417,The Shape of Water,43.6484232,-79.35232409999999,10.040553538461538
418,The Shape of Water,43.7839243,-79.1874065,10.040553538461538
419,The Shape of Water,43.2514058,-79.87290829999999,10.040553538461538
420,The Shape of Water,43.2686766,-79.7872501,10.040553538461538
421,Easy A,34.4480495,-119.242889,9.525090125
422,Easy A,34.4406182,-119.2461981,9.525090125
423,Easy A,34.464602,-119.2370228,9.525090125
424,Easy A,36.778261,-119.4179324,9.525090125
425,Easy A,34.4420379,-119.2659043,9.525090125
426,Easy A,34.4464519,-119.2454151,9.525090125
427,Easy A,34.44953,-119.253175,9.525090125
428,Easy A,34.4471743,-119.2488831,9.525090125
429,Easy A,34.447662,-119.243769,9.525090125
430,Easy A,34.4262781,-119.2846231,9.525090125
431,Easy A,37.09024,-95.712891,9.525090125
432,Easy A,34.4476459,-119.2461239,9.525090125
433,Easy A,34.4486398,-119.2498702,9.525090125
434,Think Like a Man,37.0464855,-95.64769509999999,9.447813666666667
435,Think Like a Man,34.0229833,-118.3955417,9.447813666666667
436,Think Like a Man,34.0230817,-118.3948204,9.447813666666667
437,Think Like a Man,34.0068446,-118.4013141,9.447813666666667
438,Think Like a Man,34.0216065,-118.3969711,9.447813666666667
439,Think Like a Man,34.0543907,-118.2499473,9.447813666666667
440,Think Like a Man,34.0099215,-118.4960063,9.447813666666667
441,Think Like a Man,34.0522342,-118.2436849,9.447813666666667
442,Think Like a Man,34.017707,-118.4014313,9.447813666666667
443,American Sniper,34.2381251,-118.530123,9.436661586206897
444,American Sniper,33.7409861,-118.1047766,9.436661586206897
445,American Sniper,32.792,-115.5630514,9.436661586206897
446,American Sniper,34.0336969,-6.770813800000001,9.436661586206897
447,American Sniper,33.9802893,-118.4517449,9.436661586206897
448,American Sniper,34.1008124,-117.2468314,9.436661586206897
449,American Sniper,34.4699689,-118.4848877,9.436661586206897
450,American Sniper,34.0522342,-118.2436849,9.436661586206897
451,American Sniper,33.1958696,-117.3794834,9.436661586206897
452,American Sniper,33.7398685,-118.1059304,9.436661586206897
453,American Sniper,34.0325191,-118.3750657,9.436661586206897
454,American Sniper,34.3916641,-118.542586,9.436661586206897
455,American Sniper,33.9537469,-118.4126206,9.436661586206897
456,American Sniper,33.9657419,-118.3442772,9.436661586206897
457,American Sniper,34.061907,-118.454024,9.436661586206897
458,American Sniper,34.1154946,-118.1843898,9.436661586206897
459,Hidden Figures,33.6795531,-84.43937240000001,9.27086864
460,Hidden Figures,33.7473412,-84.415528,9.27086864
461,Hidden Figures,34.2367621,-84.4907621,9.27086864
462,Hidden Figures,33.7948364,-83.713229,9.27086864
463,Hidden Figures,33.7489954,-84.3879824,9.27086864
464,Hidden Figures,32.4609764,-84.9877094,9.27086864
465,Hidden Figures,33.5956813,-83.467944,9.27086864
466,Hidden Figures,33.9412127,-84.2135309,9.27086864
467,Hidden Figures,33.7894903,-84.3267716,9.27086864
468,Hidden Figures,33.95260200000001,-84.5499327,9.27086864
469,Ice Age: Continental Drift,41.8781136,-87.6297982,9.26068565263158
470,Manchester by the Sea,42.577834,-70.7675967,9.145160823529412
471,Manchester by the Sea,42.5584283,-70.880049,9.145160823529412
472,Manchester by the Sea,42.46676300000001,-70.9494938,9.145160823529412
473,Manchester by the Sea,42.582067,-70.76624699999999,9.145160823529412
474,Manchester by the Sea,42.5364725,-70.7859975,9.145160823529412
475,Manchester by the Sea,42.5644962,-70.8758405,9.145160823529412
476,Manchester by the Sea,42.6289511,-70.67290670000001,9.145160823529412
